"Disclaimer: This dataset contains comments that are considered offensive, inflammatory, graphic or objectionable statement including but not limited to hate speech, explicit language. ",,,,,,,,,,
Comment_id,Comment,Profanity/Obscenity,Insult,Threatening,Identity-based negativity,Toxicity,Leaving Discussion,Explanation,Annotator_id,Pool_id
6137375,"This entire article is fake news. This didn't happen. Please stop publishing crap loke this. EMP kills electronics, not people.",1,0,1,1,1,0,"This statement is argumentative and uses strong (but not obscene) language; it may escalate a toxic situation, but is not on its own toxic.",4,A
6137375,"This entire article is fake news. This didn't happen. Please stop publishing crap loke this. EMP kills electronics, not people.",1,1,0,1,-1,1,"unconstructive frustration, but seems to have reasons",5,A
6137375,"This entire article is fake news. This didn't happen. Please stop publishing crap loke this. EMP kills electronics, not people.",-1,-1,1,1,-1,0,"Insulting to the publisher, I guess.",6,A
6055672,"Over 800 black males have been shot or killed by other black males in CHicago this year so far.   On a national level, black males are about 3000% more dangerous to each other than are cops. But the Globe, Clinton, Obama, BLM, and all other left wing political critics of Trump steadfastly never talk about it.",1,-1,1,-1,-1,-1,"While there is a germ of truth here, the framing that black men shoot each other more than cops shoot black men is devoid of context and meant to amplify the already sterotypical representation of black men as a source of violence.",1,B
6055672,"Over 800 black males have been shot or killed by other black males in CHicago this year so far.   On a national level, black males are about 3000% more dangerous to each other than are cops. But the Globe, Clinton, Obama, BLM, and all other left wing political critics of Trump steadfastly never talk about it.",1,-1,-1,-1,-2,-1,"On the surface the comment reads as ""factual"" by quoting statistics, but there are a few concerns: 1) The author makes these claims without citing any source for where they got the information, so it's impossible to know if it's true or not without doing one's own research. 2) Whether true or not, the unverified statistics reinforce a harmful stereotype about black men and violence. There is not enough context about the broader conversation where this comment was posted, but one has to wonder whether selectively quoting statistics that reinforce a stereotype is appropriate rhetoric (e.g. how does this 3000% number compare to the danger men pose to one another without race as a factor?) and thus comes across as more inflammatory. 3) Using the phrase ""black males"" instead of ""black men"" is dehumanizing as it describes members of a subgroup of a racial identity group in scientific versus humanistic terms. Because of the stereotype it's identity-based negativity and insulting, and additionally it's threatening because such language has been historically used to encourage violence against Black men. There is no profanity present. The stereotyping makes this very toxic and on its own would make me likely to leave the discussion, with the author's clear implications about the motives of certain individuals and organizations only increasing that likelihood.",2,B
6055672,"Over 800 black males have been shot or killed by other black males in CHicago this year so far.   On a national level, black males are about 3000% more dangerous to each other than are cops. But the Globe, Clinton, Obama, BLM, and all other left wing political critics of Trump steadfastly never talk about it.",1,-1,1,-1,-1,1,Toxic/stereotyping based on focus on,3,B
6055672,"Over 800 black males have been shot or killed by other black males in CHicago this year so far.   On a national level, black males are about 3000% more dangerous to each other than are cops. But the Globe, Clinton, Obama, BLM, and all other left wing political critics of Trump steadfastly never talk about it.",1,-1,1,-1,-1,0,implies black men are violent,4,B
6055672,"Over 800 black males have been shot or killed by other black males in CHicago this year so far.   On a national level, black males are about 3000% more dangerous to each other than are cops. But the Globe, Clinton, Obama, BLM, and all other left wing political critics of Trump steadfastly never talk about it.",1,1,1,-1,1,1,"The position taken is somewhat negative about a particular demographic, but it seems to be an attempt to make a factual socialogical claim rather than an insult.",1,A
6055672,"Over 800 black males have been shot or killed by other black males in CHicago this year so far.   On a national level, black males are about 3000% more dangerous to each other than are cops. But the Globe, Clinton, Obama, BLM, and all other left wing political critics of Trump steadfastly never talk about it.",1,-1,1,-1,-1,-1,"This comment attemots to pose as objective analysis but it's clearly written to emphasize that the author believes black people as a group are more violent, and responsible for their own deaths.",2,A
6055672,"Over 800 black males have been shot or killed by other black males in CHicago this year so far.   On a national level, black males are about 3000% more dangerous to each other than are cops. But the Globe, Clinton, Obama, BLM, and all other left wing political critics of Trump steadfastly never talk about it.",1,-1,1,-1,-1,-1,"Purposely bringing up likely false, or at the very least out-of-context statistics in order to be inflammatory.",3,A
6055672,"Over 800 black males have been shot or killed by other black males in CHicago this year so far.   On a national level, black males are about 3000% more dangerous to each other than are cops. But the Globe, Clinton, Obama, BLM, and all other left wing political critics of Trump steadfastly never talk about it.",1,-1,1,-1,-2,-1,"This statement includes stereotypes about a group based on race, and is insulting towards a group based on political position.",4,A
6055672,"Over 800 black males have been shot or killed by other black males in CHicago this year so far.   On a national level, black males are about 3000% more dangerous to each other than are cops. But the Globe, Clinton, Obama, BLM, and all other left wing political critics of Trump steadfastly never talk about it.",1,-1,1,-1,-1,0,"Not only is it a racially harmful comment, but it's the disregard for critical thinking, as with the 3000% comment. It's a trolling argument. Unsubstantiated and very biased.",5,A
6055672,"Over 800 black males have been shot or killed by other black males in CHicago this year so far.   On a national level, black males are about 3000% more dangerous to each other than are cops. But the Globe, Clinton, Obama, BLM, and all other left wing political critics of Trump steadfastly never talk about it.",1,-1,1,-1,-1,1,This comment is stereotypical and uses race data in questionable ways.,6,A
6017743,Bill gates is a sick fucking murderer that needs to die already. Him and his fucking wife. They are straight MURDERERS!,-1,-1,-1,1,-2,-1,Calling public figures murders is dangerous.,1,B
6017743,Bill gates is a sick fucking murderer that needs to die already. Him and his fucking wife. They are straight MURDERERS!,-1,-1,-1,1,-2,-1,"This comment makes no reference to identity, but it checks all the other boxes. The term ""fucking"" is used more than once, which is profane language. Bill gates and his wife are clearly insulted by being accused of being ""sick fucking murderer[s]"", and are also clearly threatened by the the phrase ""needs to die already"". The aggressive profanity, insults, and death threats make this very toxic, and I would leave the conversation.",2,B
6017743,Bill gates is a sick fucking murderer that needs to die already. Him and his fucking wife. They are straight MURDERERS!,-1,-1,1,1,-1,1,"Toxic and insulting to Bill Gates and his wife; obscene for the way it refers to them (""sick fucking murderer"").",3,B
6017743,Bill gates is a sick fucking murderer that needs to die already. Him and his fucking wife. They are straight MURDERERS!,-1,-1,-1,1,-1,-1,"""need to die already"" is threatening",4,B
6017743,Bill gates is a sick fucking murderer that needs to die already. Him and his fucking wife. They are straight MURDERERS!,-1,-1,-1,1,-2,-1,Wishing for someone to die and calling them a murderer.,1,A
6017743,Bill gates is a sick fucking murderer that needs to die already. Him and his fucking wife. They are straight MURDERERS!,-1,-1,-1,1,-2,-1,The comment is threatening to two specific individuals; uses profanity; and is highly insulting to the people it's targeting,2,A
6017743,Bill gates is a sick fucking murderer that needs to die already. Him and his fucking wife. They are straight MURDERERS!,-1,-1,-1,1,-2,-1,Encouraging violence against Bill Gates.,3,A
6017743,Bill gates is a sick fucking murderer that needs to die already. Him and his fucking wife. They are straight MURDERERS!,-1,-1,-1,1,-2,-1,Encourages violence against a named individual.,4,A
6017743,Bill gates is a sick fucking murderer that needs to die already. Him and his fucking wife. They are straight MURDERERS!,-1,-1,-1,1,-2,1,wishing death is hard to justify,5,A
6017743,Bill gates is a sick fucking murderer that needs to die already. Him and his fucking wife. They are straight MURDERERS!,-1,-1,-1,1,-2,-1,Threatening and insulting.,6,A
6016902,"Racist old fool. Doesn't even understand that the first amendment right to free expression and other constitutional rights is what the flag is all about, not some blind obedience to militarism, as if the U.S. is Nazi Germany or a banana republic.",1,-1,1,1,1,1,This comment seems to be discussing another user's online behavior - hard to tell without context.,1,B
6016902,"Racist old fool. Doesn't even understand that the first amendment right to free expression and other constitutional rights is what the flag is all about, not some blind obedience to militarism, as if the U.S. is Nazi Germany or a banana republic.",1,-1,1,-1,-1,1,"While calling someone racist is ambiguous in terms of being an insult, the phrase ""old fool"" is insulting on its own. The use of ""old"" in this insult additionally makes this identity-based negativity based on age. That additionally makes this toxic, but not very toxic, since it's a rude thing to say but not outright hateful or egregiously terrible. While the insult is unnecessary, I do agree with the author's argument here, so I would not leave the conversation unless more inflammatory things were said after this.",2,B
6016902,"Racist old fool. Doesn't even understand that the first amendment right to free expression and other constitutional rights is what the flag is all about, not some blind obedience to militarism, as if the U.S. is Nazi Germany or a banana republic.",1,-1,1,1,1,1,"Insulting someone outside the conversation (calling them a racist old fool), but not otherwise toxic.",3,B
6016902,"Racist old fool. Doesn't even understand that the first amendment right to free expression and other constitutional rights is what the flag is all about, not some blind obedience to militarism, as if the U.S. is Nazi Germany or a banana republic.",1,-1,1,-1,-1,-1,old is used as an insult,4,B
6016902,"Racist old fool. Doesn't even understand that the first amendment right to free expression and other constitutional rights is what the flag is all about, not some blind obedience to militarism, as if the U.S. is Nazi Germany or a banana republic.",1,-1,1,1,-1,0,Second half is a political opinion but first statement is an unwarranted toxic insult.,1,A
6016902,"Racist old fool. Doesn't even understand that the first amendment right to free expression and other constitutional rights is what the flag is all about, not some blind obedience to militarism, as if the U.S. is Nazi Germany or a banana republic.",1,-1,1,1,-1,1,"The comment insults someone by calling them a ""racist""",2,A
6016902,"Racist old fool. Doesn't even understand that the first amendment right to free expression and other constitutional rights is what the flag is all about, not some blind obedience to militarism, as if the U.S. is Nazi Germany or a banana republic.",1,-1,1,1,-1,1,Insult against somebody - unclear from context.,3,A
6016902,"Racist old fool. Doesn't even understand that the first amendment right to free expression and other constitutional rights is what the flag is all about, not some blind obedience to militarism, as if the U.S. is Nazi Germany or a banana republic.",1,-1,1,1,-1,-1,This statement accuses another participant of making racist statements.,4,A
6016902,"Racist old fool. Doesn't even understand that the first amendment right to free expression and other constitutional rights is what the flag is all about, not some blind obedience to militarism, as if the U.S. is Nazi Germany or a banana republic.",1,-1,1,1,-1,1,"unnecessary name callling, but seems to want a dialog.",5,A
6016902,"Racist old fool. Doesn't even understand that the first amendment right to free expression and other constitutional rights is what the flag is all about, not some blind obedience to militarism, as if the U.S. is Nazi Germany or a banana republic.",1,-1,1,-1,-2,-1,Insults,6,A
5968867,"skyofblue,

  Don't expect to ever change anyone's cherished political opinions, no matter how false and untrue they are.
  It's no reflection on your intelligence, articulation or rhetorical powers, It's simply the nature of the ""beasts"" posting in this forum and the nature of political discourse itself.
  You need to get them in grade school or high school before their opinions are formed and solidified.
  I commend you and alceste for sustaining this conversation. Most posters are so narcissistic and arrogant, they have little patience and short little spans of attention not conducive to conversation.",1,0,1,1,1,1,"This comment seems to be an acknowledgement of another  poster's attempt at civilty, but describes the participants as beasts - although in scare quotes. I'm not certain if this meets the technical definition of an insult.",1,B
5968867,"skyofblue,

  Don't expect to ever change anyone's cherished political opinions, no matter how false and untrue they are.
  It's no reflection on your intelligence, articulation or rhetorical powers, It's simply the nature of the ""beasts"" posting in this forum and the nature of political discourse itself.
  You need to get them in grade school or high school before their opinions are formed and solidified.
  I commend you and alceste for sustaining this conversation. Most posters are so narcissistic and arrogant, they have little patience and short little spans of attention not conducive to conversation.",1,-1,1,1,-1,-1,"This comment contains many examples of insults against other users in the forum, including calling them ""beasts"", which is dehumanizing language, and additionally calling them ""narcissistic and arrogant"", both negative traits. These insults are not directed at any specific identity group, so it is not identity-based negativity, but it is toxic. I would also leave the discussion because of both the petty insults as well as the author's attitude. For example, statements like ""no matter how false and untrue [their opinions] are"" make no sense because an opinion is neither true nor false by definition, no matter how offensive it is or how much someone else disagrees.",2,B
5968867,"skyofblue,

  Don't expect to ever change anyone's cherished political opinions, no matter how false and untrue they are.
  It's no reflection on your intelligence, articulation or rhetorical powers, It's simply the nature of the ""beasts"" posting in this forum and the nature of political discourse itself.
  You need to get them in grade school or high school before their opinions are formed and solidified.
  I commend you and alceste for sustaining this conversation. Most posters are so narcissistic and arrogant, they have little patience and short little spans of attention not conducive to conversation.",1,-1,1,1,0,1,Potentially toxic: insulting other users on the forum.,3,B
5968867,"skyofblue,

  Don't expect to ever change anyone's cherished political opinions, no matter how false and untrue they are.
  It's no reflection on your intelligence, articulation or rhetorical powers, It's simply the nature of the ""beasts"" posting in this forum and the nature of political discourse itself.
  You need to get them in grade school or high school before their opinions are formed and solidified.
  I commend you and alceste for sustaining this conversation. Most posters are so narcissistic and arrogant, they have little patience and short little spans of attention not conducive to conversation.",1,-1,1,1,-1,-1,this insults everyone else in the discussion,4,B
5968867,"skyofblue,

  Don't expect to ever change anyone's cherished political opinions, no matter how false and untrue they are.
  It's no reflection on your intelligence, articulation or rhetorical powers, It's simply the nature of the ""beasts"" posting in this forum and the nature of political discourse itself.
  You need to get them in grade school or high school before their opinions are formed and solidified.
  I commend you and alceste for sustaining this conversation. Most posters are so narcissistic and arrogant, they have little patience and short little spans of attention not conducive to conversation.",1,-1,1,1,1,1,"Mildly insulting to others on the forum, but overall expressing positive sentiments.",1,A
5968867,"skyofblue,

  Don't expect to ever change anyone's cherished political opinions, no matter how false and untrue they are.
  It's no reflection on your intelligence, articulation or rhetorical powers, It's simply the nature of the ""beasts"" posting in this forum and the nature of political discourse itself.
  You need to get them in grade school or high school before their opinions are formed and solidified.
  I commend you and alceste for sustaining this conversation. Most posters are so narcissistic and arrogant, they have little patience and short little spans of attention not conducive to conversation.",1,-1,1,1,0,0,"The comment is insulting to a group of people by labeling them ""arrogant"" and ""narcisissistic""",2,A
5968867,"skyofblue,

  Don't expect to ever change anyone's cherished political opinions, no matter how false and untrue they are.
  It's no reflection on your intelligence, articulation or rhetorical powers, It's simply the nature of the ""beasts"" posting in this forum and the nature of political discourse itself.
  You need to get them in grade school or high school before their opinions are formed and solidified.
  I commend you and alceste for sustaining this conversation. Most posters are so narcissistic and arrogant, they have little patience and short little spans of attention not conducive to conversation.",1,-1,1,1,-1,0,Insulting other participants in the conversation.,3,A
5968867,"skyofblue,

  Don't expect to ever change anyone's cherished political opinions, no matter how false and untrue they are.
  It's no reflection on your intelligence, articulation or rhetorical powers, It's simply the nature of the ""beasts"" posting in this forum and the nature of political discourse itself.
  You need to get them in grade school or high school before their opinions are formed and solidified.
  I commend you and alceste for sustaining this conversation. Most posters are so narcissistic and arrogant, they have little patience and short little spans of attention not conducive to conversation.",1,-1,1,1,-1,-1,This statement is insulting towards other participants in the forum.,4,A
5968867,"skyofblue,

  Don't expect to ever change anyone's cherished political opinions, no matter how false and untrue they are.
  It's no reflection on your intelligence, articulation or rhetorical powers, It's simply the nature of the ""beasts"" posting in this forum and the nature of political discourse itself.
  You need to get them in grade school or high school before their opinions are formed and solidified.
  I commend you and alceste for sustaining this conversation. Most posters are so narcissistic and arrogant, they have little patience and short little spans of attention not conducive to conversation.",1,-1,1,-1,0,1,condescending,5,A
5968867,"skyofblue,

  Don't expect to ever change anyone's cherished political opinions, no matter how false and untrue they are.
  It's no reflection on your intelligence, articulation or rhetorical powers, It's simply the nature of the ""beasts"" posting in this forum and the nature of political discourse itself.
  You need to get them in grade school or high school before their opinions are formed and solidified.
  I commend you and alceste for sustaining this conversation. Most posters are so narcissistic and arrogant, they have little patience and short little spans of attention not conducive to conversation.",1,-1,1,-1,-2,-1,Lots of insults here.,6,A
5921096,"Translation: If you are gay, you should hate yourself and your sexual orientation.",1,1,1,1,1,1,Seems like counterspeech directed against anti-gay comments.,1,B
5921096,"Translation: If you are gay, you should hate yourself and your sexual orientation.",1,0,1,1,0,0,"This sounds like it is a response to someone else saying something hateful about gay people rather than the author saying it because of the preface ""translation"" so I would not consider it to be identity-based negativity, but the entirety of the implied meaning is clearly attacking the position of the other person for being hateful towards gay people. Depending on whether or not this is a misrepresentation of the other person's comment, which would require more context, I could see this as being either insulting or not insulting. Because of this lack of context I also put ""maybe"" for toxicity and leaving the discussion.",2,B
5921096,"Translation: If you are gay, you should hate yourself and your sexual orientation.",1,1,1,1,1,1,Counterspeech and therefore not toxic.,3,B
5921096,"Translation: If you are gay, you should hate yourself and your sexual orientation.",1,1,1,1,1,1,This seems to be someone discussing a toxic message,4,B
5921096,"Translation: If you are gay, you should hate yourself and your sexual orientation.",1,1,1,1,1,1,"When expressed this way, it's sarcastic",1,A
5921096,"Translation: If you are gay, you should hate yourself and your sexual orientation.",1,0,1,0,0,0,"This depends on context because the author might be clarifying their own point of view, in which case this is toxic, or they might be underscoring he toxicity of someone else's point of view, in which case it's not toxic",2,A
5921096,"Translation: If you are gay, you should hate yourself and your sexual orientation.",1,1,1,0,0,0,Likely a sarcastic response to a homophobic comment.,3,A
5921096,"Translation: If you are gay, you should hate yourself and your sexual orientation.",1,1,1,-1,-2,-1,This statement contains negative language towards a group based on sexual orientation.,4,A
5921096,"Translation: If you are gay, you should hate yourself and your sexual orientation.",1,0,0,0,0,0,"Sarcastic, probably?",5,A
5921096,"Translation: If you are gay, you should hate yourself and your sexual orientation.",1,-1,1,-1,-2,-1,"I could see this not being toxic, but I'd argue even stating it in this way without additional information is toxic enough.",6,A
5918175,The Hick and the Squish don't PAY PREMIUMS. They are freeloaders with exactly that level of knowledge.,1,-1,1,-1,-1,-1,"It's not entirely clear if the terms here are used as racial or socioeconomic slurs, but the idea that people who may not be able to afford premiums does not make the freeloaders.",1,B
5918175,The Hick and the Squish don't PAY PREMIUMS. They are freeloaders with exactly that level of knowledge.,1,-1,1,1,-1,0,"This is insulting to specific individuals (language such as ""freeloaders"" and ""that level of knowledge"", which is implied to be a low level), but does not refer to identity or contain profanity or threats. Because of the insult, it is ""toxic"", but not extreme enough language to warrant a ""very toxic"" rating. Whether or not I would leave the discussion requires more context, partly because I do not know who ""The Hick"" and ""The Squish"" are.",2,B
5918175,The Hick and the Squish don't PAY PREMIUMS. They are freeloaders with exactly that level of knowledge.,1,-1,1,1,1,1,"Sounds like insulting two people (refering to them as ""the Hick and the Squish""), though I don't know who they are.",3,B
5918175,The Hick and the Squish don't PAY PREMIUMS. They are freeloaders with exactly that level of knowledge.,-1,-1,1,1,0,1,"I think I'm missing context here, I'm also unsure how ""bad"" of a word hick is.",4,B
5918175,The Hick and the Squish don't PAY PREMIUMS. They are freeloaders with exactly that level of knowledge.,1,-1,1,0,-1,1,Hick and Squish could refer to either specific individuals or a general derogatory steoreotype for certain groups.,1,A
5918175,The Hick and the Squish don't PAY PREMIUMS. They are freeloaders with exactly that level of knowledge.,1,-1,1,-1,-1,-1,"I'm not sure what 'squish' means here, but 'hick' is an insulting term, and the comment characterizes people to whom that label might be applied negatively -- as ""freeloaders""",2,A
5918175,The Hick and the Squish don't PAY PREMIUMS. They are freeloaders with exactly that level of knowledge.,1,0,1,1,0,0,"Unsure what ""hick"" and ""squish"" mean.",3,A
5918175,The Hick and the Squish don't PAY PREMIUMS. They are freeloaders with exactly that level of knowledge.,1,-1,1,1,0,0,"This statement is insulting towards individuals, but without more context, it is unclear who they are.",4,A
5918175,The Hick and the Squish don't PAY PREMIUMS. They are freeloaders with exactly that level of knowledge.,0,-1,1,0,-1,0,I dont know what Hick and Squish are. It's toxic in the sense that there is harsh criticism that is not constructive.,5,A
